customer_id,promotion,cost,responded,revenue_lift,roi,age,recency,frequency,monetary,avg_monthly_visits,avg_ticket,total_spent,avg_amount,avg_quantity,promotion_cost
C0012,Points bonus,2.0,0,0.0,-1.0,54,1.0,123.0,690.25,7,20.79113265829237,690.25,5.611788617886178,1.1056910569105691,2.0
C0012,Member exclusive,1.5,0,0.0,-1.0,54,1.0,123.0,690.25,7,20.79113265829237,690.25,5.611788617886178,1.1056910569105691,1.5
C0013,20% off,3.0,0,0.0,-1.0,23,1.0,11.0,62.75,1,9.246074041599416,62.75,5.704545454545454,1.0909090909090908,3.0
C0013,BOGO,4.5,0,0.0,-1.0,23,1.0,11.0,62.75,1,9.246074041599416,62.75,5.704545454545454,1.0909090909090908,4.5
C0013,Free item,3.5,0,0.0,-1.0,23,1.0,11.0,62.75,1,9.246074041599416,62.75,5.704545454545454,1.0909090909090908,3.5
C0013,Points bonus,2.0,0,0.0,-1.0,23,1.0,11.0,62.75,1,9.246074041599416,62.75,5.704545454545454,1.0909090909090908,2.0
C0013,Member exclusive,1.5,1,9.0,5.0,23,1.0,11.0,62.75,1,9.246074041599416,62.75,5.704545454545454,1.0909090909090908,1.5
C0014,20% off,3.0,0,0.0,-1.0,46,1.0,203.0,1135.25,12,9.746919954946938,1135.25,5.592364532019705,1.0935960591133005,3.0
C0014,BOGO,4.5,1,23.15,4.14,46,1.0,203.0,1135.25,12,9.746919954946938,1135.25,5.592364532019705,1.0935960591133005,4.5
C0014,Free item,3.5,1,19.01,4.43,46,1.0,203.0,1135.25,12,9.746919954946938,1135.25,5.592364532019705,1.0935960591133005,3.5
C0014,Points bonus,2.0,1,12.0,5.0,46,1.0,203.0,1135.25,12,9.746919954946938,1135.25,5.592364532019705,1.0935960591133005,2.0
C0014,Member exclusive,1.5,0,0.0,-1.0,46,1.0,203.0,1135.25,12,9.746919954946938,1135.25,5.592364532019705,1.0935960591133005,1.5
C0015,20% off,3.0,0,0.0,-1.0,18,27.0,27.0,158.0,2,8.788863031813307,158.0,5.851851851851852,1.1111111111111112,3.0
C0015,BOGO,4.5,0,0.0,-1.0,18,27.0,27.0,158.0,2,8.788863031813307,158.0,5.851851851851852,1.1111111111111112,4.5
C0015,Free item,3.5,1,21.0,5.0,18,27.0,27.0,158.0,2,8.788863031813307,158.0,5.851851851851852,1.1111111111111112,3.5
C0015,Points bonus,2.0,0,0.0,-1.0,18,27.0,27.0,158.0,2,8.788863031813307,158.0,5.851851851851852,1.1111111111111112,2.0
C0015,Member exclusive,1.5,0,0.0,-1.0,18,27.0,27.0,158.0,2,8.788863031813307,158.0,5.851851851851852,1.1111111111111112,1.5
C0016,20% off,3.0,0,0.0,-1.0,54,1.0,182.0,939.0,12,6.646514856378455,939.0,5.15934065934066,1.0714285714285714,3.0
C0016,BOGO,4.5,0,0.0,-1.0,54,1.0,182.0,939.0,12,6.646514856378455,939.0,5.15934065934066,1.0714285714285714,4.5
C0016,Free item,3.5,1,21.0,5.0,54,1.0,182.0,939.0,12,6.646514856378455,939.0,5.15934065934066,1.0714285714285714,3.5
C0016,Points bonus,2.0,1,12.0,5.0,54,1.0,182.0,939.0,12,6.646514856378455,939.0,5.15934065934066,1.0714285714285714,2.0
C0016,Member exclusive,1.5,0,0.0,-1.0,54,1.0,182.0,939.0,12,6.646514856378455,939.0,5.15934065934066,1.0714285714285714,1.5
C0017,20% off,3.0,1,18.0,5.0,55,1.0,64.0,377.5,4,14.485965620472095,377.5,5.8984375,1.140625,3.0
C0017,BOGO,4.5,0,0.0,-1.0,55,1.0,64.0,377.5,4,14.485965620472095,377.5,5.8984375,1.140625,4.5
C0017,Free item,3.5,0,0.0,-1.0,55,1.0,64.0,377.5,4,14.485965620472095,377.5,5.8984375,1.140625,3.5
C0017,Points bonus,2.0,1,12.0,5.0,55,1.0,64.0,377.5,4,14.485965620472095,377.5,5.8984375,1.140625,2.0
C0017,Member exclusive,1.5,1,9.0,5.0,55,1.0,64.0,377.5,4,14.485965620472095,377.5,5.8984375,1.140625,1.5
C0018,20% off,3.0,0,0.0,-1.0,25,0.0,0.0,0.0,0,13.510548372420768,0.0,0.0,0.0,3.0
C0018,BOGO,4.5,0,0.0,-1.0,25,0.0,0.0,0.0,0,13.510548372420768,0.0,0.0,0.0,4.5
C0018,Free item,3.5,0,0.0,-1.0,25,0.0,0.0,0.0,0,13.510548372420768,0.0,0.0,0.0,3.5
C0018,Points bonus,2.0,0,0.0,-1.0,25,0.0,0.0,0.0,0,13.510548372420768,0.0,0.0,0.0,2.0
C0018,Member exclusive,1.5,0,0.0,-1.0,25,0.0,0.0,0.0,0,13.510548372420768,0.0,0.0,0.0,1.5
C0019,20% off,3.0,0,0.0,-1.0,45,5.0,28.0,150.0,2,5.26182646611547,150.0,5.357142857142857,1.1071428571428572,3.0
C0019,BOGO,4.5,0,0.0,-1.0,45,5.0,28.0,150.0,2,5.26182646611547,150.0,5.357142857142857,1.1071428571428572,4.5
C0019,Free item,3.5,0,0.0,-1.0,45,5.0,28.0,150.0,2,5.26182646611547,150.0,5.357142857142857,1.1071428571428572,3.5
C0019,Points bonus,2.0,0,0.0,-1.0,45,5.0,28.0,150.0,2,5.26182646611547,150.0,5.357142857142857,1.1071428571428572,2.0
C0019,Member exclusive,1.5,0,0.0,-1.0,45,5.0,28.0,150.0,2,5.26182646611547,150.0,5.357142857142857,1.1071428571428572,1.5
C0020,20% off,3.0,0,0.0,-1.0,41,2.0,335.0,1905.0,19,21.2272050498334,1905.0,5.686567164179104,1.1074626865671642,3.0
C0020,BOGO,4.5,1,27.0,5.0,41,2.0,335.0,1905.0,19,21.2272050498334,1905.0,5.686567164179104,1.1074626865671642,4.5
C0020,Free item,3.5,0,0.0,-1.0,41,2.0,335.0,1905.0,19,21.2272050498334,1905.0,5.686567164179104,1.1074626865671642,3.5
C0020,Points bonus,2.0,0,0.0,-1.0,41,2.0,335.0,1905.0,19,21.2272050498334,1905.0,5.686567164179104,1.1074626865671642,2.0
C0020,Member exclusive,1.5,0,0.0,-1.0,41,2.0,335.0,1905.0,19,21.2272050498334,1905.0,5.686567164179104,1.1074626865671642,1.5
C0021,20% off,3.0,0,0.0,-1.0,48,0.0,0.0,0.0,-1,6.374367377057974,0.0,0.0,0.0,3.0
C0021,BOGO,4.5,0,0.0,-1.0,48,0.0,0.0,0.0,-1,6.374367377057974,0.0,0.0,0.0,4.5
C0021,Free item,3.5,0,0.0,-1.0,48,0.0,0.0,0.0,-1,6.374367377057974,0.0,0.0,0.0,3.5
C0021,Points bonus,2.0,1,0.0,-1.0,48,0.0,0.0,0.0,-1,6.374367377057974,0.0,0.0,0.0,2.0
C0021,Member exclusive,1.5,0,0.0,-1.0,48,0.0,0.0,0.0,-1,6.374367377057974,0.0,0.0,0.0,1.5
C0022,20% off,3.0,0,0.0,-1.0,43,3.0,62.0,303.75,4,21.851980627406142,303.75,4.899193548387097,1.0806451612903225,3.0
C0022,BOGO,4.5,1,27.0,5.0,43,3.0,62.0,303.75,4,21.851980627406142,303.75,4.899193548387097,1.0806451612903225,4.5
C0022,Free item,3.5,0,0.0,-1.0,43,3.0,62.0,303.75,4,21.851980627406142,303.75,4.899193548387097,1.0806451612903225,3.5
C0022,Points bonus,2.0,1,12.0,5.0,43,3.0,62.0,303.75,4,21.851980627406142,303.75,4.899193548387097,1.0806451612903225,2.0
C0022,Member exclusive,1.5,1,9.0,5.0,43,3.0,62.0,303.75,4,21.851980627406142,303.75,4.899193548387097,1.0806451612903225,1.5
C0023,20% off,3.0,0,0.0,-1.0,45,1.0,242.0,1276.25,14,15.00824205060754,1276.25,5.273760330578512,1.115702479338843,3.0
C0023,BOGO,4.5,1,27.0,5.0,45,1.0,242.0,1276.25,14,15.00824205060754,1276.25,5.273760330578512,1.115702479338843,4.5
C0023,Free item,3.5,0,0.0,-1.0,45,1.0,242.0,1276.25,14,15.00824205060754,1276.25,5.273760330578512,1.115702479338843,3.5
C0023,Points bonus,2.0,1,12.0,5.0,45,1.0,242.0,1276.25,14,15.00824205060754,1276.25,5.273760330578512,1.115702479338843,2.0
C0023,Member exclusive,1.5,1,9.0,5.0,45,1.0,242.0,1276.25,14,15.00824205060754,1276.25,5.273760330578512,1.115702479338843,1.5
C0024,20% off,3.0,0,0.0,-1.0,50,19.0,66.0,380.0,4,21.791825891764983,380.0,5.757575757575758,1.1515151515151516,3.0
C0024,BOGO,4.5,0,0.0,-1.0,50,19.0,66.0,380.0,4,21.791825891764983,380.0,5.757575757575758,1.1515151515151516,4.5
C0024,Free item,3.5,0,0.0,-1.0,50,19.0,66.0,380.0,4,21.791825891764983,380.0,5.757575757575758,1.1515151515151516,3.5
C0024,Points bonus,2.0,0,0.0,-1.0,50,19.0,66.0,380.0,4,21.791825891764983,380.0,5.757575757575758,1.1515151515151516,2.0
C0024,Member exclusive,1.5,0,0.0,-1.0,50,19.0,66.0,380.0,4,21.791825891764983,380.0,5.757575757575758,1.1515151515151516,1.5
C0025,20% off,3.0,0,0.0,-1.0,34,1.0,110.0,664.5,6,21.640789506870924,664.5,6.040909090909091,1.1181818181818182,3.0
C0025,BOGO,4.5,0,0.0,-1.0,34,1.0,110.0,664.5,6,21.640789506870924,664.5,6.040909090909091,1.1181818181818182,4.5
C0025,Free item,3.5,1,21.0,5.0,34,1.0,110.0,664.5,6,21.640789506870924,664.5,6.040909090909091,1.1181818181818182,3.5
C0025,Points bonus,2.0,0,0.0,-1.0,34,1.0,110.0,664.5,6,21.640789506870924,664.5,6.040909090909091,1.1181818181818182,2.0
C0025,Member exclusive,1.5,1,9.0,5.0,34,1.0,110.0,664.5,6,21.640789506870924,664.5,6.040909090909091,1.1181818181818182,1.5
C0026,20% off,3.0,0,0.0,-1.0,18,2.0,170.0,1087.0,12,13.367196263253769,1087.0,6.394117647058824,1.123529411764706,3.0
C0026,BOGO,4.5,1,27.0,5.0,18,2.0,170.0,1087.0,12,13.367196263253769,1087.0,6.394117647058824,1.123529411764706,4.5
C0026,Free item,3.5,0,0.0,-1.0,18,2.0,170.0,1087.0,12,13.367196263253769,1087.0,6.394117647058824,1.123529411764706,3.5
C0026,Points bonus,2.0,0,0.0,-1.0,18,2.0,170.0,1087.0,12,13.367196263253769,1087.0,6.394117647058824,1.123529411764706,2.0
C0026,Member exclusive,1.5,0,0.0,-1.0,18,2.0,170.0,1087.0,12,13.367196263253769,1087.0,6.394117647058824,1.123529411764706,1.5
C0027,20% off,3.0,1,18.0,5.0,64,3.0,100.0,576.0,7,8.56121816116154,576.0,5.76,1.13,3.0
C0027,BOGO,4.5,0,0.0,-1.0,64,3.0,100.0,576.0,7,8.56121816116154,576.0,5.76,1.13,4.5
C0027,Free item,3.5,0,0.0,-1.0,64,3.0,100.0,576.0,7,8.56121816116154,576.0,5.76,1.13,3.5
C0027,Points bonus,2.0,1,12.0,5.0,64,3.0,100.0,576.0,7,8.56121816116154,576.0,5.76,1.13,2.0
C0027,Member exclusive,1.5,0,0.0,-1.0,64,3.0,100.0,576.0,7,8.56121816116154,576.0,5.76,1.13,1.5
C0028,20% off,3.0,0,0.0,-1.0,36,2.0,39.0,226.5,3,16.052679704826087,226.5,5.8076923076923075,1.1025641025641026,3.0
C0028,BOGO,4.5,0,0.0,-1.0,36,2.0,39.0,226.5,3,16.052679704826087,226.5,5.8076923076923075,1.1025641025641026,4.5
C0028,Free item,3.5,0,0.0,-1.0,36,2.0,39.0,226.5,3,16.052679704826087,226.5,5.8076923076923075,1.1025641025641026,3.5
C0028,Points bonus,2.0,0,0.0,-1.0,36,2.0,39.0,226.5,3,16.052679704826087,226.5,5.8076923076923075,1.1025641025641026,2.0
C0028,Member exclusive,1.5,1,9.0,5.0,36,2.0,39.0,226.5,3,16.052679704826087,226.5,5.8076923076923075,1.1025641025641026,1.5
C0029,20% off,3.0,1,18.0,5.0,50,2.0,247.0,1380.5,15,26.84621685955491,1380.5,5.589068825910931,1.1093117408906883,3.0
C0029,BOGO,4.5,0,0.0,-1.0,50,2.0,247.0,1380.5,15,26.84621685955491,1380.5,5.589068825910931,1.1093117408906883,4.5
C0029,Free item,3.5,0,0.0,-1.0,50,2.0,247.0,1380.5,15,26.84621685955491,1380.5,5.589068825910931,1.1093117408906883,3.5
C0029,Points bonus,2.0,1,12.0,5.0,50,2.0,247.0,1380.5,15,26.84621685955491,1380.5,5.589068825910931,1.1093117408906883,2.0
C0029,Member exclusive,1.5,0,0.0,-1.0,50,2.0,247.0,1380.5,15,26.84621685955491,1380.5,5.589068825910931,1.1093117408906883,1.5
C0030,20% off,3.0,0,0.0,-1.0,43,1.0,376.0,2001.25,22,10.871784126862314,2001.25,5.3224734042553195,1.0930851063829787,3.0
C0030,BOGO,4.5,1,27.0,5.0,43,1.0,376.0,2001.25,22,10.871784126862314,2001.25,5.3224734042553195,1.0930851063829787,4.5
C0030,Free item,3.5,1,21.0,5.0,43,1.0,376.0,2001.25,22,10.871784126862314,2001.25,5.3224734042553195,1.0930851063829787,3.5
C0030,Points bonus,2.0,0,0.0,-1.0,43,1.0,376.0,2001.25,22,10.871784126862314,2001.25,5.3224734042553195,1.0930851063829787,2.0
C0030,Member exclusive,1.5,0,0.0,-1.0,43,1.0,376.0,2001.25,22,10.871784126862314,2001.25,5.3224734042553195,1.0930851063829787,1.5
C0031,20% off,3.0,1,18.0,5.0,53,3.0,313.0,1637.5,19,18.51817149633873,1637.5,5.231629392971246,1.134185303514377,3.0
C0031,BOGO,4.5,0,0.0,-1.0,53,3.0,313.0,1637.5,19,18.51817149633873,1637.5,5.231629392971246,1.134185303514377,4.5
C0031,Free item,3.5,0,0.0,-1.0,53,3.0,313.0,1637.5,19,18.51817149633873,1637.5,5.231629392971246,1.134185303514377,3.5
C0031,Points bonus,2.0,0,0.0,-1.0,53,3.0,313.0,1637.5,19,18.51817149633873,1637.5,5.231629392971246,1.134185303514377,2.0
C0031,Member exclusive,1.5,0,0.0,-1.0,53,3.0,313.0,1637.5,19,18.51817149633873,1637.5,5.231629392971246,1.134185303514377,1.5
C0032,20% off,3.0,0,0.0,-1.0,58,7.0,138.0,699.0,9,21.527348848679196,699.0,5.065217391304348,1.0579710144927537,3.0
C0032,BOGO,4.5,1,27.0,5.0,58,7.0,138.0,699.0,9,21.527348848679196,699.0,5.065217391304348,1.0579710144927537,4.5
C0032,Free item,3.5,0,0.0,-1.0,58,7.0,138.0,699.0,9,21.527348848679196,699.0,5.065217391304348,1.0579710144927537,3.5
C0032,Points bonus,2.0,0,0.0,-1.0,58,7.0,138.0,699.0,9,21.527348848679196,699.0,5.065217391304348,1.0579710144927537,2.0
C0032,Member exclusive,1.5,1,9.0,5.0,58,7.0,138.0,699.0,9,21.527348848679196,699.0,5.065217391304348,1.0579710144927537,1.5
C0033,20% off,3.0,1,18.0,5.0,22,1.0,181.0,1062.25,13,22.87460777589654,1062.25,5.8687845303867405,1.143646408839779,3.0
C0033,BOGO,4.5,1,27.0,5.0,22,1.0,181.0,1062.25,13,22.87460777589654,1062.25,5.8687845303867405,1.143646408839779,4.5
C0033,Free item,3.5,1,21.0,5.0,22,1.0,181.0,1062.25,13,22.87460777589654,1062.25,5.8687845303867405,1.143646408839779,3.5
C0033,Points bonus,2.0,0,0.0,-1.0,22,1.0,181.0,1062.25,13,22.87460777589654,1062.25,5.8687845303867405,1.143646408839779,2.0
C0033,Member exclusive,1.5,0,0.0,-1.0,22,1.0,181.0,1062.25,13,22.87460777589654,1062.25,5.8687845303867405,1.143646408839779,1.5
C0034,20% off,3.0,0,0.0,-1.0,26,0.0,0.0,0.0,0,6.132912289698112,0.0,0.0,0.0,3.0
C0034,BOGO,4.5,0,0.0,-1.0,26,0.0,0.0,0.0,0,6.132912289698112,0.0,0.0,0.0,4.5
C0034,Free item,3.5,0,0.0,-1.0,26,0.0,0.0,0.0,0,6.132912289698112,0.0,0.0,0.0,3.5
C0034,Points bonus,2.0,1,0.0,-1.0,26,0.0,0.0,0.0,0,6.132912289698112,0.0,0.0,0.0,2.0
C0034,Member exclusive,1.5,1,0.0,-1.0,26,0.0,0.0,0.0,0,6.132912289698112,0.0,0.0,0.0,1.5
C0035,20% off,3.0,1,18.0,5.0,25,1.0,308.0,1737.0,17,34.321010116076394,1737.0,5.6396103896103895,1.1006493506493509,3.0
C0035,BOGO,4.5,0,0.0,-1.0,25,1.0,308.0,1737.0,17,34.321010116076394,1737.0,5.6396103896103895,1.1006493506493509,4.5
C0035,Free item,3.5,1,21.0,5.0,25,1.0,308.0,1737.0,17,34.321010116076394,1737.0,5.6396103896103895,1.1006493506493509,3.5
C0035,Points bonus,2.0,1,12.0,5.0,25,1.0,308.0,1737.0,17,34.321010116076394,1737.0,5.6396103896103895,1.1006493506493509,2.0
C0035,Member exclusive,1.5,1,9.0,5.0,25,1.0,308.0,1737.0,17,34.321010116076394,1737.0,5.6396103896103895,1.1006493506493509,1.5
C0036,20% off,3.0,0,0.0,-1.0,20,4.0,176.0,944.25,11,20.499482318094817,944.25,5.365056818181818,1.068181818181818,3.0
C0036,BOGO,4.5,0,0.0,-1.0,20,4.0,176.0,944.25,11,20.499482318094817,944.25,5.365056818181818,1.068181818181818,4.5
C0036,Free item,3.5,0,0.0,-1.0,20,4.0,176.0,944.25,11,20.499482318094817,944.25,5.365056818181818,1.068181818181818,3.5
C0036,Points bonus,2.0,0,0.0,-1.0,20,4.0,176.0,944.25,11,20.499482318094817,944.25,5.365056818181818,1.068181818181818,2.0
C0036,Member exclusive,1.5,0,0.0,-1.0,20,4.0,176.0,944.25,11,20.499482318094817,944.25,5.365056818181818,1.068181818181818,1.5
C0037,20% off,3.0,1,18.0,5.0,42,6.0,84.0,561.0,5,23.30173818835908,561.0,6.678571428571429,1.1428571428571428,3.0
C0037,BOGO,4.5,0,0.0,-1.0,42,6.0,84.0,561.0,5,23.30173818835908,561.0,6.678571428571429,1.1428571428571428,4.5
C0037,Free item,3.5,0,0.0,-1.0,42,6.0,84.0,561.0,5,23.30173818835908,561.0,6.678571428571429,1.1428571428571428,3.5
C0037,Points bonus,2.0,0,0.0,-1.0,42,6.0,84.0,561.0,5,23.30173818835908,561.0,6.678571428571429,1.1428571428571428,2.0
C0037,Member exclusive,1.5,0,0.0,-1.0,42,6.0,84.0,561.0,5,23.30173818835908,561.0,6.678571428571429,1.1428571428571428,1.5
C0038,20% off,3.0,0,0.0,-1.0,64,7.0,12.0,52.75,1,13.354793619759928,52.75,4.395833333333333,1.0,3.0
C0038,BOGO,4.5,0,0.0,-1.0,64,7.0,12.0,52.75,1,13.354793619759928,52.75,4.395833333333333,1.0,4.5
C0038,Free item,3.5,0,0.0,-1.0,64,7.0,12.0,52.75,1,13.354793619759928,52.75,4.395833333333333,1.0,3.5
C0038,Points bonus,2.0,0,0.0,-1.0,64,7.0,12.0,52.75,1,13.354793619759928,52.75,4.395833333333333,1.0,2.0
C0038,Member exclusive,1.5,0,0.0,-1.0,64,7.0,12.0,52.75,1,13.354793619759928,52.75,4.395833333333333,1.0,1.5
C0039,20% off,3.0,1,18.0,5.0,45,1.0,185.0,1091.25,11,19.17670620734224,1091.25,5.898648648648648,1.0918918918918918,3.0
C0039,BOGO,4.5,1,27.0,5.0,45,1.0,185.0,1091.25,11,19.17670620734224,1091.25,5.898648648648648,1.0918918918918918,4.5
C0039,Free item,3.5,0,0.0,-1.0,45,1.0,185.0,1091.25,11,19.17670620734224,1091.25,5.898648648648648,1.0918918918918918,3.5
