customer_id,age,location,persona,lifecycle_stage,churn_risk_score,preferred_channel,spending_level,frequency_level,avg_monthly_visits,avg_ticket,promo_redemption_rate,join_date,recency,frequency,monetary,segment,avg_amount,std_amount,total_spent,favorite_category,avg_hour,avg_quantity,location_encoded,spending_level_encoded,frequency_level_encoded
C0031,53,tech_park,price_sensitive,mature,0.528178257228614,sms,high,frequent,19,18.51817149633873,0.9,2024-02-06 07:53:22.385908,3.0,313.0,1637.5,Loyal,5.231629392971246,3.084848139162994,1637.5,pastry,10.329073482428115,1.134185303514377,3,3,3
C0032,58,suburb,quality_focused,mature,0.1769118167845716,app,medium,regular,9,21.527348848679196,0.7,2024-07-06 07:53:22.385939,7.0,138.0,699.0,At Risk,5.065217391304348,3.164340596751569,699.0,coffee,10.442028985507246,1.0579710144927537,2,2,2
C0033,22,suburb,quality_focused,mature,0.1945500667794993,sms,medium,regular,13,22.87460777589654,0.7,2025-03-09 07:53:22.385978,1.0,181.0,1062.25,Champions,5.8687845303867405,3.8537111497279013,1062.25,pastry,10.143646408839778,1.143646408839779,2,2,2
C0034,26,university,sporadic,mature,0.24674544476376756,app,low,rare,0,6.132912289698112,0.3,2023-10-24 07:53:22.386017,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,4,1,1
C0035,25,suburb,quality_focused,mature,0.03619461067524311,email,high,frequent,17,34.321010116076394,0.7,2025-01-02 07:53:22.386048,1.0,308.0,1737.0,Champions,5.6396103896103895,3.7376274735581827,1737.0,pastry,10.123376623376624,1.1006493506493507,2,3,3
C0036,20,suburb,quality_focused,mature,0.2722660093776874,sms,medium,regular,11,20.499482318094817,0.7,2024-05-08 07:53:22.386079,4.0,176.0,944.25,Loyal,5.365056818181818,3.307660026952,944.25,pastry,10.198863636363637,1.0681818181818181,2,2,2
C0037,42,downtown,loyal_regular,mature,0.035115715462765366,sms,high,rare,5,23.301738188359078,0.8,2023-10-05 07:53:22.386116,6.0,84.0,561.0,Lost,6.678571428571429,4.582998214421505,561.0,pastry,10.964285714285714,1.1428571428571428,1,3,1
C0038,64,university,sporadic,mature,0.05370759072397727,email,medium,regular,1,13.354793619759928,0.3,2024-11-21 07:53:22.386148,7.0,12.0,52.75,Lost,4.395833333333333,2.0847343773829854,52.75,coffee,9.75,1.0,4,2,2
C0039,45,airport,price_sensitive,established,0.326197861417741,email,high,regular,11,19.17670620734224,0.9,2025-03-15 07:53:22.386184,1.0,185.0,1091.25,Champions,5.898648648648648,3.6974853103760297,1091.25,coffee,11.254054054054054,1.0918918918918918,0,3,2
C0040,27,tech_park,loyal_regular,mature,0.13186507793467164,app,low,rare,6,9.353314818844552,0.8,2024-07-29 07:53:22.386220,4.0,100.0,551.0,Regular,5.51,3.168444477032919,551.0,pastry,10.14,1.11,3,1,1
C0041,51,downtown,price_sensitive,mature,0.25975741915425515,app,low,rare,1,4.11663766060598,0.9,2024-04-18 07:53:22.386250,17.0,14.0,78.5,Lost,5.607142857142857,3.8912059205962763,78.5,coffee,9.857142857142858,1.0,1,1,1
C0042,62,downtown,sporadic,mature,0.067452213247707,app,medium,regular,2,12.731108959084198,0.3,2024-08-24 07:53:22.386290,7.0,34.0,205.25,Lost,6.036764705882353,5.23179830059517,205.25,pastry,9.235294117647058,1.088235294117647,1,2,2
C0043,18,university,convenience_driven,mature,0.15734860419482952,app,high,regular,15,27.719262434168908,0.5,2023-11-22 07:53:22.386321,1.0,256.0,1474.5,Champions,5.759765625,3.4885530378359046,1474.5,pastry,10.47265625,1.09375,4,3,2
C0044,51,suburb,quality_focused,established,0.060526371354931705,app,medium,regular,12,19.960582475112773,0.7,2025-04-23 07:53:22.386351,3.0,222.0,1295.5,Loyal,5.835585585585585,4.015382680620552,1295.5,pastry,10.085585585585585,1.117117117117117,2,2,2
C0045,64,downtown,price_sensitive,mature,0.11349140645944059,app,low,rare,5,7.492441397080417,0.9,2024-03-05 07:53:22.386387,1.0,91.0,482.0,New,5.2967032967032965,4.052590407503454,482.0,pastry,9.824175824175825,1.0879120879120878,1,1,1
C0046,36,suburb,sporadic,mature,0.4920842625227663,app,medium,rare,-1,14.251138868384333,0.3,2024-03-12 07:53:22.386424,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2,2,1
C0047,47,suburb,price_sensitive,active,0.12794645922592207,app,low,frequent,12,5.450138864532591,0.9,2025-07-30 07:53:22.386451,1.0,200.0,1177.75,Champions,5.88875,4.1335052030714925,1177.75,pastry,10.76,1.1,2,1,3
C0048,62,downtown,price_sensitive,mature,0.48425390602657303,email,low,regular,6,4.676972923797523,0.9,2024-08-09 07:53:22.386477,5.0,84.0,403.25,Lost,4.800595238095238,2.179718867243667,403.25,pastry,9.416666666666666,1.0714285714285714,1,1,2
C0049,54,university,price_sensitive,established,0.41885427714394874,email,high,rare,7,18.48175789673732,0.9,2025-04-03 07:53:22.386503,5.0,117.0,652.75,At Risk,5.579059829059829,3.6438495613430546,652.75,coffee,10.153846153846153,1.1111111111111112,4,3,1
C0050,61,downtown,price_sensitive,mature,0.41473300305630717,email,medium,regular,8,9.111436556737328,0.9,2024-05-21 07:53:22.386529,2.0,129.0,729.75,Loyal,5.656976744186046,3.4178514826228836,729.75,coffee,10.294573643410853,1.1162790697674418,1,2,2
C0051,21,downtown,loyal_regular,established,0.35879012288277545,email,high,rare,4,26.462028503575922,0.8,2025-03-23 07:53:22.386554,1.0,66.0,385.25,New,5.837121212121212,3.9395656789711904,385.25,pastry,9.651515151515152,1.106060606060606,1,3,1
C0052,23,suburb,loyal_regular,mature,0.44953719491334715,email,medium,frequent,25,14.294716945616974,0.8,2025-01-25 07:53:22.386580,2.0,441.0,2323.5,Champions,5.2687074829931975,3.0376082708968823,2323.5,coffee,9.952380952380953,1.1020408163265305,2,2,3
C0053,36,university,price_sensitive,mature,0.5785716282335199,app,medium,regular,7,9.037658707755897,0.9,2023-10-23 07:53:22.386606,1.0,111.0,646.25,Loyal,5.822072072072072,3.244818839912223,646.25,coffee,9.891891891891891,1.1531531531531531,4,2,2
C0054,40,downtown,convenience_driven,mature,0.16814300428015033,app,medium,rare,7,15.89547306617198,0.5,2024-09-22 07:53:22.386631,5.0,125.0,685.5,At Risk,5.484,3.6187716237027354,685.5,pastry,9.96,1.04,1,2,1
C0055,22,airport,sporadic,established,0.30712006747544063,email,low,regular,4,8.202007699061255,0.3,2025-03-23 07:53:22.386662,17.0,57.0,298.5,Lost,5.2368421052631575,3.0903150312680436,298.5,pastry,9.31578947368421,1.0701754385964912,0,1,2
C0056,47,downtown,sporadic,mature,0.3683144471675752,app,low,regular,4,6.7077777176996305,0.3,2024-01-11 07:53:22.386688,14.0,65.0,352.0,Lost,5.415384615384616,3.1918710602692917,352.0,coffee,10.092307692307692,1.0615384615384615,1,1,2
C0057,55,suburb,convenience_driven,mature,0.15474403562590625,app,medium,regular,17,17.274870429613355,0.5,2024-03-22 07:53:22.386714,1.0,313.0,1673.0,Champions,5.345047923322683,2.9933070770155474,1673.0,pastry,10.10223642172524,1.1022364217252396,2,2,2
C0058,32,suburb,loyal_regular,mature,0.22261038151079746,email,medium,regular,10,15.279558739485266,0.8,2025-03-03 07:53:22.386740,4.0,151.0,880.75,Loyal,5.832781456953643,3.8108093906571257,880.75,coffee,11.0,1.119205298013245,2,2,2
C0059,27,tech_park,convenience_driven,mature,0.693100704349772,app,low,regular,17,6.848812289272178,0.5,2024-12-22 07:53:22.386766,2.0,327.0,1784.0,Champions,5.45565749235474,3.1632388240202136,1784.0,coffee,10.388379204892967,1.0948012232415902,3,1,2
C0060,53,downtown,convenience_driven,mature,0.37260749332037707,sms,medium,rare,3,15.056464776572248,0.5,2024-02-04 07:53:22.386791,23.0,49.0,246.0,Lost,5.020408163265306,2.5118659723928953,246.0,coffee,10.73469387755102,1.0408163265306123,1,2,1
C0061,35,downtown,sporadic,mature,0.11044732354331054,email,high,frequent,5,21.16208204146916,0.3,2024-08-16 07:53:22.386817,17.0,66.0,329.5,Lost,4.992424242424242,2.9440192623774415,329.5,coffee,10.318181818181818,1.0303030303030303,1,3,3
C0062,53,airport,price_sensitive,mature,0.26413778356282197,app,high,regular,9,15.957069200222751,0.9,2023-10-16 07:53:22.386843,4.0,162.0,950.5,Loyal,5.867283950617284,3.354237706197744,950.5,coffee,10.487654320987655,1.0679012345679013,0,3,2
C0063,42,airport,loyal_regular,mature,0.0847449616017707,email,medium,regular,6,16.6593836042724,0.8,2024-08-25 07:53:22.386868,7.0,84.0,446.0,Lost,5.309523809523809,3.3051664211829683,446.0,pastry,10.25,1.0595238095238095,0,2,2
C0064,46,university,convenience_driven,established,0.17578078046679488,email,low,regular,15,7.998383647065909,0.5,2025-05-15 07:53:22.386893,4.0,275.0,1532.25,Loyal,5.571818181818182,3.1439863178489666,1532.25,coffee,10.683636363636364,1.1018181818181818,4,1,2
C0065,49,university,price_sensitive,active,0.6515001932307024,app,low,frequent,18,5.710590920579143,0.9,2025-07-06 07:53:22.386919,2.0,312.0,1825.25,Champions,5.850160256410256,3.7664675903668052,1825.25,coffee,10.115384615384615,1.1314102564102564,4,1,3
C0066,45,suburb,convenience_driven,mature,0.13515889931877398,app,medium,rare,5,16.134936684392386,0.5,2024-11-16 07:53:22.386945,1.0,95.0,500.0,New,5.2631578947368425,3.076240543107666,500.0,coffee,9.663157894736843,1.105263157894737,2,2,1
C0067,40,tech_park,loyal_regular,mature,0.21852757019517255,email,high,regular,10,25.6109844314075,0.8,2024-09-28 07:53:22.386970,1.0,147.0,884.75,Loyal,6.0187074829931975,4.0371867785725,884.75,coffee,10.646258503401361,1.1428571428571428,3,3,2
C0068,64,tech_park,sporadic,mature,0.5586879227724133,app,high,regular,1,23.44361845278401,0.3,2024-04-03 07:53:22.386996,17.0,11.0,74.25,Lost,6.75,7.957700672933106,74.25,pastry,9.545454545454545,1.0909090909090908,3,3,2
C0069,38,downtown,price_sensitive,mature,0.2339326749536987,email,medium,regular,10,9.951031578663782,0.9,2024-03-11 07:53:22.387021,1.0,184.0,1018.75,Champions,5.536684782608695,3.297676676531003,1018.75,pastry,10.565217391304348,1.1032608695652173,1,2,2
C0070,61,airport,price_sensitive,mature,0.16085233152543274,email,medium,rare,2,9.574709437539784,0.9,2025-03-02 07:53:22.387046,18.0,24.0,127.0,Lost,5.291666666666667,3.215677177538959,127.0,pastry,8.875,1.125,0,2,1
C0071,57,suburb,sporadic,mature,0.23647433351694422,email,low,regular,0,7.416712010063174,0.3,2024-03-31 07:53:22.387076,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2,1,2
C0072,42,university,convenience_driven,active,0.32164438335792045,app,low,rare,6,7.501485114493799,0.5,2025-07-11 07:53:22.387102,22.0,77.0,485.5,Lost,6.305194805194805,3.5500702774324764,485.5,coffee,10.220779220779221,1.155844155844156,4,1,1
C0073,62,suburb,sporadic,established,0.42629856137072764,email,medium,regular,0,12.922690865859796,0.3,2025-03-30 07:53:22.387127,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2,2,2
C0074,56,airport,sporadic,mature,0.12014476259491978,app,medium,frequent,2,13.887371395667557,0.3,2024-06-27 07:53:22.387152,15.0,34.0,190.75,Lost,5.610294117647059,3.06507154031306,190.75,coffee,9.911764705882353,1.088235294117647,0,2,3
C0075,51,suburb,sporadic,mature,0.5568948628144745,app,medium,regular,4,12.58858054891985,0.3,2023-11-05 07:53:22.387177,14.0,58.0,301.25,Lost,5.193965517241379,2.7068152709541855,301.25,pastry,9.724137931034482,1.0862068965517242,2,2,2
C0076,51,suburb,price_sensitive,active,0.5806311904218405,sms,high,frequent,15,18.428899545638245,0.9,2025-07-21 07:53:22.387203,1.0,242.0,1345.5,Champions,5.559917355371901,3.335342118446537,1345.5,coffee,10.566115702479339,1.078512396694215,2,3,3
C0077,38,university,sporadic,mature,0.192847744772708,app,medium,frequent,6,12.689396029490203,0.3,2024-04-28 07:53:22.387228,1.0,88.0,447.75,New,5.088068181818182,2.491087496423608,447.75,pastry,10.534090909090908,1.0795454545454546,4,2,3
C0078,25,airport,loyal_regular,mature,0.5404139196059898,app,medium,frequent,26,15.121060530539602,0.8,2024-07-01 07:53:22.387254,2.0,440.0,2496.75,Champions,5.6744318181818185,3.3454061447371344,2496.75,coffee,10.334090909090909,1.106818181818182,0,2,3
C0079,43,downtown,sporadic,mature,0.24320068358844452,sms,medium,regular,6,13.170024336111569,0.3,2024-08-23 07:53:22.387279,4.0,88.0,459.75,Regular,5.224431818181818,2.8403496053048256,459.75,coffee,9.738636363636363,1.0568181818181819,1,2,2
C0080,52,downtown,loyal_regular,mature,0.6958082287451216,email,high,regular,12,25.92908722873858,0.8,2024-06-17 07:53:22.387304,1.0,199.0,1123.5,Champions,5.6457286432160805,3.502902021532755,1123.5,coffee,10.040201005025125,1.100502512562814,1,3,2
C0081,20,downtown,convenience_driven,mature,0.09231132696106799,email,high,regular,12,29.299844735800903,0.5,2024-10-18 07:53:22.387329,2.0,226.0,1319.25,Champions,5.837389380530974,3.630326927264274,1319.25,coffee,10.424778761061948,1.0973451327433628,1,3,2
C0082,54,suburb,price_sensitive,active,0.2440077238908915,email,high,frequent,15,15.646927749706455,0.9,2025-07-27 07:53:22.387355,3.0,252.0,1380.75,Loyal,5.479166666666667,3.358154803647228,1380.75,coffee,10.523809523809524,1.0714285714285714,2,3,3
C0083,20,tech_park,sporadic,mature,0.11507971326054792,email,medium,rare,0,14.763332499962472,0.3,2024-03-04 07:53:22.387380,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3,2,1
C0084,55,university,sporadic,mature,0.2040338799627779,sms,low,frequent,7,7.403429482436557,0.3,2024-08-15 07:53:22.387405,3.0,132.0,701.75,Loyal,5.316287878787879,2.5812853787540635,701.75,coffee,11.045454545454545,1.0303030303030303,4,1,3
C0085,51,suburb,convenience_driven,mature,0.3356586756495041,app,low,regular,15,8.975115631989597,0.5,2023-12-14 07:53:22.387435,1.0,254.0,1315.25,Champions,5.178149606299213,3.0200261956792325,1315.25,coffee,10.354330708661417,1.0984251968503937,2,1,2
C0086,30,tech_park,quality_focused,mature,0.24670348965812103,sms,medium,regular,10,19.756886159140024,0.7,2024-08-19 07:53:22.387461,1.0,166.0,907.25,Champions,5.465361445783133,2.9316592967467305,907.25,coffee,10.096385542168674,1.1265060240963856,3,2,2
C0087,22,tech_park,loyal_regular,mature,0.15892831003016458,app,low,frequent,23,9.02654321513974,0.8,2024-07-09 07:53:22.387486,1.0,416.0,2272.0,Champions,5.461538461538462,3.617855523827373,2272.0,coffee,10.221153846153847,1.0841346153846154,3,1,3
C0088,29,downtown,price_sensitive,active,0.30609296545722303,email,medium,frequent,18,10.068604845780786,0.9,2025-07-21 07:53:22.387511,2.0,295.0,1545.25,Champions,5.238135593220339,3.16232255267077,1545.25,coffee,9.983050847457626,1.0915254237288134,1,2,3
C0089,32,downtown,loyal_regular,mature,0.19195409508730504,app,high,regular,10,23.231681842235194,0.8,2024-12-08 07:53:22.387537,2.0,171.0,1035.5,Champions,6.055555555555555,3.5451683957533477,1035.5,pastry,10.748538011695906,1.0994152046783625,1,3,2
C0090,35,airport,loyal_regular,mature,0.03387327067506622,email,high,regular,10,23.004117919382534,0.8,2024-12-23 07:53:22.387562,1.0,183.0,943.0,Champions,5.1530054644808745,2.8207344992669174,943.0,coffee,10.21311475409836,1.0655737704918034,0,3,2
C0091,51,airport,quality_focused,active,0.4382001145634875,app,medium,regular,11,19.920214732125736,0.7,2025-06-29 07:53:22.387587,1.0,203.0,1115.25,Champions,5.49384236453202,2.9446669388860656,1115.25,coffee,10.246305418719212,1.1379310344827587,0,2,2
C0092,28,airport,quality_focused,active,0.06305062907153332,app,low,regular,10,12.05969616080899,0.7,2025-07-17 07:53:22.387612,1.0,153.0,887.5,Loyal,5.800653594771242,3.970528712175996,887.5,coffee,10.313725490196079,1.1503267973856208,0,1,2
C0093,35,suburb,loyal_regular,mature,0.23378944658923062,email,high,rare,1,26.18719131145611,0.8,2023-10-20 07:53:22.387637,1.0,6.0,29.5,New,4.916666666666667,2.250925735484551,29.5,pastry,11.5,1.0,2,3,1
C0094,61,airport,price_sensitive,mature,0.0644332469864818,email,medium,regular,5,10.86105575554249,0.9,2025-03-07 07:53:22.387663,3.0,77.0,381.0,Regular,4.9480519480519485,2.639009502665844,381.0,coffee,9.324675324675324,1.051948051948052,0,2,2
C0095,25,suburb,quality_focused,mature,0.31811612262285044,sms,low,rare,4,12.097141232505647,0.7,2024-09-21 07:53:22.387688,3.0,62.0,355.75,Regular,5.737903225806452,3.239556808940087,355.75,coffee,10.53225806451613,1.1451612903225807,2,1,1
C0096,41,downtown,price_sensitive,mature,0.39495046554069096,email,medium,rare,0,9.902507724836724,0.9,2024-10-01 07:53:22.387713,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1,2,1
C0097,50,suburb,sporadic,established,0.32655687447081533,email,medium,frequent,7,14.045720998174547,0.3,2025-05-09 07:53:22.387739,4.0,119.0,648.75,Loyal,5.451680672268908,4.186878882714615,648.75,pastry,9.840336134453782,1.0756302521008403,2,2,3
C0098,20,university,loyal_regular,mature,0.32977654875574186,email,medium,regular,12,16.269191079849975,0.8,2024-02-01 07:53:22.387764,1.0,200.0,1080.75,Champions,5.40375,3.9018000532803945,1080.75,pastry,10.375,1.13,4,2,2
C0099,43,downtown,convenience_driven,active,0.5371045132331439,app,low,regular,13,8.792782865812557,0.5,2025-07-26 07:53:22.387789,2.0,220.0,1236.5,Champions,5.620454545454545,3.7610160597340467,1236.5,pastry,10.036363636363637,1.1363636363636365,1,1,2
C0100,35,university,price_sensitive,active,0.09008163433495986,email,medium,regular,7,11.973090021633523,0.9,2025-06-09 07:53:22.387814,3.0,119.0,692.75,Loyal,5.821428571428571,4.070894893020969,692.75,pastry,10.798319327731093,1.1260504201680672,4,2,2
C0101,48,tech_park,convenience_driven,mature,0.03273815550661531,sms,medium,regular,14,15.607311188940207,0.5,2024-07-21 07:53:22.387840,3.0,246.0,1388.25,Loyal,5.6432926829268295,4.098288061173152,1388.25,coffee,10.317073170731707,1.1056910569105691,3,2,2
C0102,29,suburb,quality_focused,mature,0.250267184210553,app,high,rare,5,34.65212469859079,0.7,2024-03-05 07:53:22.387867,1.0,73.0,344.75,New,4.722602739726027,1.641244469735339,344.75,coffee,9.821917808219178,1.0547945205479452,2,3,1
C0103,55,downtown,convenience_driven,mature,0.4348043921618293,email,high,regular,17,25.536121616518205,0.5,2024-03-21 07:53:22.387893,3.0,345.0,1906.0,Loyal,5.524637681159421,3.5371946329330566,1906.0,pastry,10.350724637681159,1.1101449275362318,1,3,2
C0104,18,downtown,sporadic,mature,0.4466194787254494,app,high,regular,1,21.083026272979005,0.3,2024-07-08 07:53:22.387918,23.0,10.0,57.25,Lost,5.725,3.6485347134919186,57.25,pastry,10.8,1.1,1,3,2
C0105,22,university,price_sensitive,mature,0.10682136950093098,app,medium,rare,1,8.947678477590912,0.9,2024-10-27 07:53:22.387943,27.0,6.0,23.5,Lost,3.9166666666666665,1.0801234497346435,23.5,pastry,9.666666666666666,1.1666666666666667,4,2,1
C0106,31,suburb,price_sensitive,established,0.30234926336416923,email,high,rare,0,17.41958832636829,0.9,2025-04-10 07:53:22.387968,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2,3,1
C0107,60,suburb,price_sensitive,mature,0.011021986727201595,email,high,regular,10,16.307413808491795,0.9,2025-02-04 07:53:22.387994,6.0,165.0,954.5,At Risk,5.784848484848485,3.8282384037156914,954.5,pastry,10.393939393939394,1.1333333333333333,2,3,2
C0108,25,downtown,loyal_regular,mature,0.08956675965652397,email,medium,regular,9,13.070063963448249,0.8,2024-03-08 07:53:22.388019,4.0,157.0,874.5,Loyal,5.570063694267516,3.1288866080721816,874.5,pastry,10.140127388535031,1.1146496815286624,1,2,2
