customer_id,promotion,cost,responded,revenue_lift,roi
C0055,Free item,3.5,0,0.0,-1.0
C0055,Points bonus,2.0,0,0.0,-1.0
C0055,Member exclusive,1.5,1,9.0,5.0
C0056,20% off,3.0,0,0.0,-1.0
C0056,BOGO,4.5,0,0.0,-1.0
C0056,Free item,3.5,1,21.0,5.0
C0056,Points bonus,2.0,0,0.0,-1.0
C0056,Member exclusive,1.5,0,0.0,-1.0
C0057,20% off,3.0,0,0.0,-1.0
C0057,BOGO,4.5,0,0.0,-1.0
C0057,Free item,3.5,1,21.0,5.0
C0057,Points bonus,2.0,1,12.0,5.0
C0057,Member exclusive,1.5,1,9.0,5.0
C0058,20% off,3.0,0,0.0,-1.0
C0058,BOGO,4.5,0,0.0,-1.0
C0058,Free item,3.5,0,0.0,-1.0
C0058,Points bonus,2.0,0,0.0,-1.0
C0058,Member exclusive,1.5,1,9.0,5.0
C0059,20% off,3.0,1,18.0,5.0
C0059,BOGO,4.5,0,0.0,-1.0
C0059,Free item,3.5,1,19.97,4.71
C0059,Points bonus,2.0,1,12.0,5.0
C0059,Member exclusive,1.5,1,9.0,5.0
C0060,20% off,3.0,0,0.0,-1.0
C0060,BOGO,4.5,0,0.0,-1.0
C0060,Free item,3.5,0,0.0,-1.0
C0060,Points bonus,2.0,0,0.0,-1.0
C0060,Member exclusive,1.5,0,0.0,-1.0
C0061,20% off,3.0,0,0.0,-1.0
C0061,BOGO,4.5,0,0.0,-1.0
C0061,Free item,3.5,0,0.0,-1.0
C0061,Points bonus,2.0,0,0.0,-1.0
C0061,Member exclusive,1.5,0,0.0,-1.0
C0062,20% off,3.0,0,0.0,-1.0
C0062,BOGO,4.5,0,0.0,-1.0
C0062,Free item,3.5,1,21.0,5.0
C0062,Points bonus,2.0,0,0.0,-1.0
C0062,Member exclusive,1.5,1,9.0,5.0
C0063,20% off,3.0,0,0.0,-1.0
C0063,BOGO,4.5,0,0.0,-1.0
C0063,Free item,3.5,0,0.0,-1.0
C0063,Points bonus,2.0,1,12.0,5.0
C0063,Member exclusive,1.5,0,0.0,-1.0
C0064,20% off,3.0,0,0.0,-1.0
C0064,BOGO,4.5,1,27.0,5.0
C0064,Free item,3.5,0,0.0,-1.0
C0064,Points bonus,2.0,0,0.0,-1.0
C0064,Member exclusive,1.5,0,0.0,-1.0
C0065,20% off,3.0,1,18.0,5.0
C0065,BOGO,4.5,0,0.0,-1.0
C0065,Free item,3.5,0,0.0,-1.0
C0065,Points bonus,2.0,1,12.0,5.0
C0065,Member exclusive,1.5,1,9.0,5.0
C0066,20% off,3.0,0,0.0,-1.0
C0066,BOGO,4.5,0,0.0,-1.0
C0066,Free item,3.5,1,21.0,5.0
C0066,Points bonus,2.0,0,0.0,-1.0
C0066,Member exclusive,1.5,0,0.0,-1.0
C0067,20% off,3.0,0,0.0,-1.0
C0067,BOGO,4.5,0,0.0,-1.0
C0067,Free item,3.5,0,0.0,-1.0
C0067,Points bonus,2.0,0,0.0,-1.0
C0067,Member exclusive,1.5,0,0.0,-1.0
C0068,20% off,3.0,0,0.0,-1.0
C0068,BOGO,4.5,0,0.0,-1.0
C0068,Free item,3.5,0,0.0,-1.0
C0068,Points bonus,2.0,0,0.0,-1.0
C0068,Member exclusive,1.5,0,0.0,-1.0
C0069,20% off,3.0,1,18.0,5.0
C0069,BOGO,4.5,1,27.0,5.0
C0069,Free item,3.5,0,0.0,-1.0
C0069,Points bonus,2.0,0,0.0,-1.0
C0069,Member exclusive,1.5,1,9.0,5.0
C0070,20% off,3.0,0,0.0,-1.0
C0070,BOGO,4.5,0,0.0,-1.0
C0070,Free item,3.5,0,0.0,-1.0
C0070,Points bonus,2.0,0,0.0,-1.0
C0070,Member exclusive,1.5,0,0.0,-1.0
C0071,20% off,3.0,1,0.0,-1.0
C0071,BOGO,4.5,0,0.0,-1.0
C0071,Free item,3.5,0,0.0,-1.0
C0071,Points bonus,2.0,0,0.0,-1.0
C0071,Member exclusive,1.5,0,0.0,-1.0
C0072,20% off,3.0,0,0.0,-1.0
C0072,BOGO,4.5,0,0.0,-1.0
C0072,Free item,3.5,0,0.0,-1.0
C0072,Points bonus,2.0,1,12.0,5.0
C0072,Member exclusive,1.5,0,0.0,-1.0
C0073,20% off,3.0,0,0.0,-1.0
C0073,BOGO,4.5,0,0.0,-1.0
C0073,Free item,3.5,0,0.0,-1.0
C0073,Points bonus,2.0,1,0.0,-1.0
C0073,Member exclusive,1.5,0,0.0,-1.0
C0074,20% off,3.0,0,0.0,-1.0
C0074,BOGO,4.5,0,0.0,-1.0
C0074,Free item,3.5,0,0.0,-1.0
C0074,Points bonus,2.0,0,0.0,-1.0
C0074,Member exclusive,1.5,0,0.0,-1.0
C0075,20% off,3.0,0,0.0,-1.0
C0075,BOGO,4.5,0,0.0,-1.0
C0075,Free item,3.5,0,0.0,-1.0
C0075,Points bonus,2.0,0,0.0,-1.0
C0075,Member exclusive,1.5,0,0.0,-1.0
C0076,20% off,3.0,0,0.0,-1.0
C0076,BOGO,4.5,0,0.0,-1.0
C0076,Free item,3.5,0,0.0,-1.0
C0076,Points bonus,2.0,1,12.0,5.0
C0076,Member exclusive,1.5,1,9.0,5.0
C0077,20% off,3.0,1,18.0,5.0
C0077,BOGO,4.5,1,27.0,5.0
C0077,Free item,3.5,0,0.0,-1.0
C0077,Points bonus,2.0,1,12.0,5.0
C0077,Member exclusive,1.5,0,0.0,-1.0
C0078,20% off,3.0,1,18.0,5.0
C0078,BOGO,4.5,0,0.0,-1.0
C0078,Free item,3.5,1,21.0,5.0
C0078,Points bonus,2.0,0,0.0,-1.0
C0078,Member exclusive,1.5,1,9.0,5.0
C0079,20% off,3.0,0,0.0,-1.0
C0079,BOGO,4.5,0,0.0,-1.0
C0079,Free item,3.5,0,0.0,-1.0
C0079,Points bonus,2.0,0,0.0,-1.0
C0079,Member exclusive,1.5,0,0.0,-1.0
C0080,20% off,3.0,0,0.0,-1.0
C0080,BOGO,4.5,1,27.0,5.0
C0080,Free item,3.5,1,21.0,5.0
C0080,Points bonus,2.0,0,0.0,-1.0
C0080,Member exclusive,1.5,1,9.0,5.0
C0081,20% off,3.0,0,0.0,-1.0
C0081,BOGO,4.5,1,27.0,5.0
C0081,Free item,3.5,0,0.0,-1.0
C0081,Points bonus,2.0,1,12.0,5.0
C0081,Member exclusive,1.5,0,0.0,-1.0
C0082,20% off,3.0,1,18.0,5.0
C0082,BOGO,4.5,0,0.0,-1.0
C0082,Free item,3.5,1,21.0,5.0
C0082,Points bonus,2.0,0,0.0,-1.0
C0082,Member exclusive,1.5,0,0.0,-1.0
C0083,20% off,3.0,0,0.0,-1.0
C0083,BOGO,4.5,0,0.0,-1.0
C0083,Free item,3.5,0,0.0,-1.0
C0083,Points bonus,2.0,0,0.0,-1.0
C0083,Member exclusive,1.5,0,0.0,-1.0
C0084,20% off,3.0,1,14.1,3.7
C0084,BOGO,4.5,0,0.0,-1.0
C0084,Free item,3.5,0,0.0,-1.0
C0084,Points bonus,2.0,0,0.0,-1.0
C0084,Member exclusive,1.5,0,0.0,-1.0
C0085,20% off,3.0,0,0.0,-1.0
C0085,BOGO,4.5,1,27.0,5.0
C0085,Free item,3.5,1,21.0,5.0
C0085,Points bonus,2.0,1,12.0,5.0
C0085,Member exclusive,1.5,0,0.0,-1.0
C0086,20% off,3.0,0,0.0,-1.0
C0086,BOGO,4.5,1,27.0,5.0
C0086,Free item,3.5,0,0.0,-1.0
C0086,Points bonus,2.0,0,0.0,-1.0
C0086,Member exclusive,1.5,0,0.0,-1.0
C0087,20% off,3.0,0,0.0,-1.0
C0087,BOGO,4.5,1,27.0,5.0
C0087,Free item,3.5,0,0.0,-1.0
C0087,Points bonus,2.0,1,12.0,5.0
C0087,Member exclusive,1.5,0,0.0,-1.0
C0088,20% off,3.0,0,0.0,-1.0
C0088,BOGO,4.5,1,27.0,5.0
C0088,Free item,3.5,0,0.0,-1.0
C0088,Points bonus,2.0,1,12.0,5.0
C0088,Member exclusive,1.5,0,0.0,-1.0
C0089,20% off,3.0,1,18.0,5.0
C0089,BOGO,4.5,1,27.0,5.0
C0089,Free item,3.5,1,21.0,5.0
C0089,Points bonus,2.0,1,12.0,5.0
C0089,Member exclusive,1.5,1,9.0,5.0
C0090,20% off,3.0,1,18.0,5.0
C0090,BOGO,4.5,0,0.0,-1.0
C0090,Free item,3.5,1,21.0,5.0
C0090,Points bonus,2.0,1,12.0,5.0
C0090,Member exclusive,1.5,0,0.0,-1.0
C0091,20% off,3.0,0,0.0,-1.0
C0091,BOGO,4.5,1,27.0,5.0
C0091,Free item,3.5,0,0.0,-1.0
C0091,Points bonus,2.0,0,0.0,-1.0
C0091,Member exclusive,1.5,1,9.0,5.0
C0092,20% off,3.0,0,0.0,-1.0
C0092,BOGO,4.5,1,27.0,5.0
C0092,Free item,3.5,0,0.0,-1.0
C0092,Points bonus,2.0,1,12.0,5.0
C0092,Member exclusive,1.5,0,0.0,-1.0
C0093,20% off,3.0,0,0.0,-1.0
C0093,BOGO,4.5,0,0.0,-1.0
C0093,Free item,3.5,0,0.0,-1.0
C0093,Points bonus,2.0,0,0.0,-1.0
C0093,Member exclusive,1.5,0,0.0,-1.0
C0094,20% off,3.0,0,0.0,-1.0
C0094,BOGO,4.5,0,0.0,-1.0
C0094,Free item,3.5,0,0.0,-1.0
C0094,Points bonus,2.0,0,0.0,-1.0
C0094,Member exclusive,1.5,0,0.0,-1.0
C0095,20% off,3.0,1,18.0,5.0
C0095,BOGO,4.5,1,27.0,5.0
C0095,Free item,3.5,0,0.0,-1.0
C0095,Points bonus,2.0,1,12.0,5.0
C0095,Member exclusive,1.5,0,0.0,-1.0
C0096,20% off,3.0,0,0.0,-1.0
C0096,BOGO,4.5,0,0.0,-1.0
C0096,Free item,3.5,0,0.0,-1.0
C0096,Points bonus,2.0,1,0.0,-1.0
C0096,Member exclusive,1.5,1,0.0,-1.0
C0097,20% off,3.0,0,0.0,-1.0
C0097,BOGO,4.5,1,27.0,5.0
C0097,Free item,3.5,1,21.0,5.0
C0097,Points bonus,2.0,0,0.0,-1.0
C0097,Member exclusive,1.5,0,0.0,-1.0
C0098,20% off,3.0,0,0.0,-1.0
C0098,BOGO,4.5,0,0.0,-1.0
C0098,Free item,3.5,1,21.0,5.0
C0098,Points bonus,2.0,0,0.0,-1.0
C0098,Member exclusive,1.5,0,0.0,-1.0
C0099,20% off,3.0,0,0.0,-1.0
C0099,BOGO,4.5,1,27.0,5.0
C0099,Free item,3.5,0,0.0,-1.0
C0099,Points bonus,2.0,0,0.0,-1.0
C0099,Member exclusive,1.5,1,9.0,5.0
C0100,20% off,3.0,0,0.0,-1.0
C0100,BOGO,4.5,1,27.0,5.0
C0100,Free item,3.5,1,21.0,5.0
C0100,Points bonus,2.0,0,0.0,-1.0
C0100,Member exclusive,1.5,0,0.0,-1.0
C0101,20% off,3.0,1,18.0,5.0
C0101,BOGO,4.5,0,0.0,-1.0
C0101,Free item,3.5,1,21.0,5.0
C0101,Points bonus,2.0,0,0.0,-1.0
C0101,Member exclusive,1.5,0,0.0,-1.0
C0102,20% off,3.0,0,0.0,-1.0
C0102,BOGO,4.5,0,0.0,-1.0
C0102,Free item,3.5,0,0.0,-1.0
C0102,Points bonus,2.0,1,12.0,5.0
C0102,Member exclusive,1.5,1,9.0,5.0
C0103,20% off,3.0,1,18.0,5.0
C0103,BOGO,4.5,0,0.0,-1.0
C0103,Free item,3.5,0,0.0,-1.0
C0103,Points bonus,2.0,0,0.0,-1.0
C0103,Member exclusive,1.5,0,0.0,-1.0
C0104,20% off,3.0,1,18.0,5.0
C0104,BOGO,4.5,0,0.0,-1.0
C0104,Free item,3.5,0,0.0,-1.0
C0104,Points bonus,2.0,0,0.0,-1.0
C0104,Member exclusive,1.5,0,0.0,-1.0
C0105,20% off,3.0,0,0.0,-1.0
C0105,BOGO,4.5,0,0.0,-1.0
C0105,Free item,3.5,0,0.0,-1.0
C0105,Points bonus,2.0,0,0.0,-1.0
C0105,Member exclusive,1.5,0,0.0,-1.0
C0106,20% off,3.0,1,0.0,-1.0
C0106,BOGO,4.5,1,0.0,-1.0
C0106,Free item,3.5,1,0.0,-1.0
C0106,Points bonus,2.0,0,0.0,-1.0
C0106,Member exclusive,1.5,0,0.0,-1.0
C0107,20% off,3.0,0,0.0,-1.0
C0107,BOGO,4.5,0,0.0,-1.0
C0107,Free item,3.5,1,21.0,5.0
C0107,Points bonus,2.0,0,0.0,-1.0
C0107,Member exclusive,1.5,0,0.0,-1.0
C0108,20% off,3.0,1,18.0,5.0
C0108,BOGO,4.5,0,0.0,-1.0
C0108,Free item,3.5,0,0.0,-1.0
C0108,Points bonus,2.0,0,0.0,-1.0
C0108,Member exclusive,1.5,0,0.0,-1.0
C0109,20% off,3.0,0,0.0,-1.0
C0109,BOGO,4.5,1,0.0,-1.0
C0109,Free item,3.5,0,0.0,-1.0
C0109,Points bonus,2.0,0,0.0,-1.0
C0109,Member exclusive,1.5,0,0.0,-1.0
C0110,20% off,3.0,0,0.0,-1.0
C0110,BOGO,4.5,1,27.0,5.0
C0110,Free item,3.5,0,0.0,-1.0
C0110,Points bonus,2.0,0,0.0,-1.0
C0110,Member exclusive,1.5,1,9.0,5.0
C0111,20% off,3.0,1,18.0,5.0
C0111,BOGO,4.5,0,0.0,-1.0
C0111,Free item,3.5,0,0.0,-1.0
C0111,Points bonus,2.0,0,0.0,-1.0
C0111,Member exclusive,1.5,0,0.0,-1.0
C0112,20% off,3.0,1,18.0,5.0
C0112,BOGO,4.5,0,0.0,-1.0
C0112,Free item,3.5,0,0.0,-1.0
C0112,Points bonus,2.0,0,0.0,-1.0
C0112,Member exclusive,1.5,0,0.0,-1.0
C0113,20% off,3.0,0,0.0,-1.0
C0113,BOGO,4.5,0,0.0,-1.0
C0113,Free item,3.5,0,0.0,-1.0
C0113,Points bonus,2.0,1,12.0,5.0
C0113,Member exclusive,1.5,0,0.0,-1.0
C0114,20% off,3.0,0,0.0,-1.0
C0114,BOGO,4.5,0,0.0,-1.0
C0114,Free item,3.5,0,0.0,-1.0
C0114,Points bonus,2.0,0,0.0,-1.0
C0114,Member exclusive,1.5,1,9.0,5.0
C0115,20% off,3.0,0,0.0,-1.0
C0115,BOGO,4.5,0,0.0,-1.0
C0115,Free item,3.5,1,21.0,5.0
C0115,Points bonus,2.0,0,0.0,-1.0
C0115,Member exclusive,1.5,0,0.0,-1.0
C0116,20% off,3.0,0,0.0,-1.0
C0116,BOGO,4.5,0,0.0,-1.0
C0116,Free item,3.5,0,0.0,-1.0
C0116,Points bonus,2.0,0,0.0,-1.0
C0116,Member exclusive,1.5,0,0.0,-1.0
C0117,20% off,3.0,1,18.0,5.0
C0117,BOGO,4.5,0,0.0,-1.0
C0117,Free item,3.5,1,21.0,5.0
